ACCESSION_NUMBER	ISSUER_NAME	BALANCE	CURRENCY_VALUE	PERCENTAGE	INVESTMENT_COUNTRY	ISSUER_LEI
0001193125-26-028778	L1867963.UP	2245.0	2228.97	0.0001422664	US	
0001193125-26-028778	163339990.UG	14267.0	2314.14	0.0001477024	US	
0001193125-26-028778	181275265.LC	4049.0	4041.45	0.0002579498	US	
0001193125-26-028778	DRB4977776.UP	1785.0	553.46	3.53252e-05	US	
0001193125-26-028778	DRB4880176.UP	2510.0	2428.11	0.0001549767	US	
0001193125-26-028778	DRB5565486.UP	12707.0	12055.59	0.0007694607	US	
0001193125-26-028778	FW4179360.UP	4491.0	4561.89	0.0002911674	US	
0001193125-26-028778	L2804415.UP	14208.0	14126.74	0.000901654	US	
0001193125-26-028778	LAI-00726133.LP	5010.0	5069.01	0.0003235349	US	
0001193125-26-028778	L3028938.UP	3849.0	3775.88	0.0002409995	US	
0001193125-26-028778	173382405.UG	5419.0	878.96	5.61005e-05	US	
0001193125-26-028778	2157035.PW	2498.0	2433.2	0.0001553015	US	
0001193125-26-028778	FW3252281.UP	812.0	803.35	5.12747e-05	US	
0001193125-26-028778	202663185.LC	1967.0	1957.45	0.0001249363	US	
0001193125-26-028778	L4362229.UP	2543.0	2587.32	0.0001651384	US	
0001193125-26-028778	1991897.MA	24065.0	24389.58	0.0015566905	US	
0001193125-26-028778	FW4341258.UP	6474.0	6331.36	0.0004041057	US	
0001193125-26-028778	FW3216563.UP	877.0	887.38	5.6638e-05	US	
0001193125-26-028778	L1378550.UP	2050.0	2021.62	0.000129032	US	
0001193125-26-028778	201903215.LC	5642.0	5627.7	0.0003591939	US	
0001193125-26-028778	2302948.PW	17536.0	17213.1	0.0010986442	US	
0001193125-26-028778	180121767.LC	827.0	831.93	5.30988e-05	US	
0001193125-26-028778	CBM3936124.UP	3509.0	3605.73	0.0002301395	US	
0001193125-26-028778	L1799090.UP	537.0	533.57	3.40557e-05	US	
0001193125-26-028778	220142943.LC	24570.0	23832.42	0.0015211292	US	
0001193125-26-028778	FW2384859.UP	1722.0	1698.4	0.0001084022	US	
0001193125-26-028778	FW3171663.UP	11203.0	11118.39	0.0007096429	US	
0001193125-26-028778	179493840.LC	1863.0	195.28	1.2464e-05	US	
0001193125-26-028778	217356310.LC	9344.0	9063.56	0.0005784912	US	
0001193125-26-028778	253572576.UG	22564.0	2357.43	0.0001504654	US	
0001193125-26-028778	L704732.UP	1079.0	1079.15	6.88779e-05	US	
0001193125-26-028778	CBM5850143.UP	2799.0	2711.14	0.0001730414	US	
0001193125-26-028778	6685197.SQ	2408.0	188.79	1.20497e-05	US	
0001193125-26-028778	2535612860.ST	1977.0	98.84	6.3086e-06	US	
0001193125-26-028731	299233941.UG	8710.0	8799.52	0.0005616386	US	
0001193125-26-028778	181007832.LC	5690.0	596.3	3.80595e-05	US	
0001193125-26-028731	LAI-00822448.LP	7603.0	7459.13	0.0004760868	US	
0001193125-26-028778	2388236.PW	34537.0	32425.93	0.002069619	US	
0001193125-26-028731	LAI-00719941.LP	8049.0	738.91	4.71617e-05	US	
0001193125-26-028778	DRB5819840.UP	2155.0	2092.07	0.0001335286	US	
0001193125-26-028731	FW4382853.UP	2093.0	2028.54	0.0001294737	US	
0001193125-26-028778	206656905.LC	5268.0	5234.14	0.0003340745	US	
0001193125-26-028731	186443052.LC	7013.0	734.95	4.6909e-05	US	
0000940400-26-012508	Barclays Commercial Mortgage S	900000.0	843069.78	0.024758111306	US	
0000940400-26-012508	CITIGROUP INC	870000.0	829288.19	0.024353392566	US	6SHGI4ZSSLCXXQSBB395
0000940400-26-012508	HSBC SECURITIES (USA) INC.	1.0	13000.95	0.00038179398	US	CYYGQCGNHMHPSMRL3R97
0000940400-26-012508	VENTURE GLOBAL PLAQUE	450000.0	467345.64	0.013724362618	US	549300TKP4I6OJ02BF90
0000940400-26-012508	STRIPS	165000.0	77135.55	0.002265210517	US	254900HROIFWPRGM1V77
0000940400-26-012508	MIZRAHI TEFAHOT BANK LTD	1555000.0	1545203.5	0.045377406653	IL	YZO9YEGEO4VYDZMDWF93
0000940400-26-012508	GOLDMAN SACHS INTERNATIONAL	1.0	-290027.16	-0.00851711789	GB	W22LROWP2IHZNBB6K528
0000940400-26-012508	BANK OF AMERICA, NATIONAL ASSOCIATION	1.0	169435.81	0.004975757336	US	B4TYDEB6GKMZO031MB27
0000940400-26-012508	GFL ENVIRONMENTAL HOL	1120000.0	1122587.2	0.032966593641	US	
0000940400-26-012508	INTERNATIONAL SCHOOLS PARTNERSHIP	2573756.41	2560887.63	0.075204618278	US	
0000940400-26-012508	SAN ANTONIO TX ELEC & GAS REVE	120000.0	112658.03	0.003308385749	US	5493002G2FEH20Q4GQ04
0000940400-26-012508	MVM ENERGETIKA ZRT	2330000.0	2457474.3	0.072167718136	HU	529900ELI5AQ9F74PF85
0000940400-26-012508	MORGAN STANLEY & CO. LLC	1.0	-528167.23	-0.01551048724	US	9R7GPTSO7KV3UQJZQ078
0000940400-26-012508	FORD MOTOR CREDIT CO LLC	3000000.0	2975306.92	0.087374712798	US	UDSQCVRUX5BONN0VY111
0000940400-26-012508	SYENSQO FINANCE AMERICA	3060000.0	3167155.69	0.093008663053	US	54930073OEL5K0Y7NK81
0000940400-26-012508	CITIBANK, NATIONAL ASSOCIATION	1.0	1732.83	5.0887363e-05	US	E57ODZWZ7FF32TWEFA76
0000940400-26-012508	NRTH PARK Mortgage Trust	7100000.0	7122187.5	0.209154586078	US	
0000940400-26-012508	Citigroup Mortgage Loan Trust	64822.0	49264.88	0.001446743094	US	
0000940400-26-012508	Government National Mortgage A	9771025.27	9042003.6	0.265533099245	US	549300M8ZYFG0OCMTT87
0000940400-26-012508	GOLDMAN SACHS & CO. LLC	1.0	107237.44	0.003149201333	US	FOR8UP27PHTHYVLBNG30
0000940400-26-012508	Doncasters US Finance LLC	794000.0	799955.0	0.023491975872	US	
0000940400-26-012508	CITIBANK, NATIONAL ASSOCIATION	3565000.0	0.01	2.93e-10	US	E57ODZWZ7FF32TWEFA76
0000940400-26-012508	Freddie Mac	1862142.85	1586374.73	0.04658646659	US	S6XOOCT0IEG5ABCC6L87
0000940400-26-012508	PGIM Corporate Bond 5-10 Year ETF	200000.0	10163500.0	0.298467659775	US	529900047IV4FYTVWU33
0000940400-26-012508	VENTURE GLOBAL PLAQUE	438000.0	480212.83	0.01410222852	US	549300TKP4I6OJ02BF90
0000940400-26-012508	Government National Mortgage A	1683186.36	1611487.05	0.047323930592	US	549300M8ZYFG0OCMTT87
0000940400-26-012508	INT Commercial Mortgage Trust	8800000.0	8893100.48	0.261160317648	US	
0000940400-26-012508	Trinitas CLO Ltd	6000000.0	6014313.0	0.176620054732	BM	254900JOSDBR04E6JB79
0000940400-26-012508	MORGAN STANLEY & CO. LLC	4144000.0	47.38	1.39139e-06	US	9R7GPTSO7KV3UQJZQ078
0000940400-26-012508	BEAZER HOMES USA	3475000.0	3517219.54	0.103288855711	US	549300DUPYT2T0F60I45
0000940400-26-012508	Palmer Square European CLO	15000000.0	17787290.98	0.522352645501	IE	2549005G74H3SLK9WL32
0000940400-26-012508	MEDLINE BORROWER LP	5260000.0	5148990.74	0.151208463263	US	254900QT3R363TVK6F09
0000940400-26-012508	REPUBLIC OF SERBIA	4320000.0	4770301.68	0.140087644891	RS	254900W94OCY91V32O78
0000940400-26-012508	GOLDMAN SACHS INTERNATIONAL	1.0	-283759.62	-0.00833306141	GB	W22LROWP2IHZNBB6K528
0000940400-26-012508	UK CLEARING HOUSE LIMITED	1.0	1680605.92	0.0493537183	GB	213800O8SCO4XJGBU385
0000940400-26-012508	MORGAN STANLEY & CO. LLC	1.0	76080.57	0.002234229318	US	9R7GPTSO7KV3UQJZQ078
0000940400-26-012508	HECLA MINING CO	665000.0	665867.57	0.019554281038	US	5493009Y6HOBZD1QD537
0000940400-26-012508	DEUTSCHE BANK AKTIENGESELLSCHAFT	-4171000.0	-118857.23	-0.00349043531	DE	7LTWFZYICNSX8D621K86
0000940400-26-012508	RUTGERS NJ ST UNIV	200000.0	206118.64	0.006053008128	US	549300BOYDHNW8J60112
0000940400-26-012508	CSC HOLDINGS LLC	300000.0	182341.01	0.005354739463	US	3HG2WD2W22M120IUNG49
0000940400-26-012508	GLP CAPITAL LP / FIN II	2770000.0	2823726.75	0.082923315286	US	
0000940400-26-012508	BRASKEM NETHERLANDS	1630000.0	740020.0	0.021731887399	NL	2549000TLMHFQ74DS330
0000940400-26-012508	Freddie Mac	1245408.38	1108464.38	0.032551854129	US	S6XOOCT0IEG5ABCC6L87
0000940400-26-012508	HILCORP ENERGY I/HILCORP	700000.0	705509.51	0.020718430894	US	
0000940400-26-012508	BAUSCH HEALTH COS INC	400000.0	342500.0	0.010058067936	CA	B3BS7ACMDUWISF18KY76
0000940400-26-012508	BOARD OF TRADE OF THE CITY OF CHICAGO, INC.	-39.0	-15903.42	-0.00046702971	US	549300EX04Q2QBFQTQ27
0000940400-26-012508	GOLDMAN SACHS INTERNATIONAL	1.0	7928.47	0.000232832379	GB	W22LROWP2IHZNBB6K528
0000940400-26-012508	CLEVELAND-CLIFFS INC	1000000.0	1054662.45	0.030971873203	US	549300TM2WLI2BJMDD86
0000940400-26-012508	GOLDMAN SACHS GROUP INC	3110000.0	3292388.6	0.096686330547	US	784F5XWPLTWKTBV3E584
0000940400-26-012508	Fannie Mae or Freddie Mac	13000000.0	12963918.5	0.380706490502	US	B1V7KEBTPIMZEU4LTD58
0000940400-26-012508	GOLDMAN SACHS INTERNATIONAL	1.0	-308052.44	-0.00904645947	GB	W22LROWP2IHZNBB6K528
0000940400-26-012508	SM ENERGY CO	2025000.0	2142879.31	0.062929126072	US	84BUTVXV5ODI6BXNMH43
0000940400-26-012508	ASHTON WOODS USA/FINANCE	1825000.0	1841327.28	0.05407356168	US	
0000940400-26-012508	PENSKE TRUCK LEASING/PTL	3440000.0	3541843.59	0.104011980872	US	
0000940400-26-012508	BARCLAYS BANK PLC	1.0	934.35	2.7438702e-05	GB	G5GSEF7VJP5I7OUK5573
0000940400-26-012508	ENERGY TRANSFER LP	60000.0	54373.59	0.001596768648	US	MTLVN9N7JE8MIBIJ1H73
0000940400-26-012508	DOMINICAN REPUBLIC	1915000.0	1943725.0	0.057080636788	DO	254900EHU7Q8FGVPI369
0000940400-26-012508	Freddie Mac - STACR	70000.0	70831.6	0.002080084802	US	5493000ISONLNOUKGB71
0000940400-26-012508	BARCLAYS BANK PLC	1.0	19779.96	0.000580870602	GB	G5GSEF7VJP5I7OUK5573
0000940400-26-012508	State Street Bank and Trust Company	1.0	139839.68	0.004106618982	US	571474TGEMMWANRLN572
0000940400-26-012533	Sun Hung Kai Properties Ltd	2548256.0	41002519.06	0.164998385386	HK	529900LUMD393RD3S874
0000940400-26-012533	United Rentals Inc	95723.0	74861129.38	0.301248941749	US	5323X5O7RN0NKFCDRY08
0000940400-26-012533	Naturgy Energy Group SA	41930.0	1316101.69	0.005296129575	ES	TL2N6M87CW970S5SV098
0000940400-26-012533	British American Tobacco PLC	45680.0	2735272.54	0.01100702013	GB	213800FKA5MF17RJKT63
0000940400-26-012533	Imperial Brands PLC	721385.0	30264705.67	0.12178831165	GB	549300DFVPOB67JL3A42
0000940400-26-012533	CTI	20091898.0	44827948.36	0.180392309281	CN	8368009FQ1ZOBVGD5Y61
0000940400-26-012533	Cie de Saint-Gobain SA	9550.0	942058.1	0.00379093941	FR	NFONVGN05Z0FMN5PEC35
0000940400-26-012533	Jeronimo Martins SGPS SA	1200551.0	28333385.98	0.114016481094	PT	259400A8SZP10GB5IB19
0000940400-26-012533	Siemens AG	534139.0	162274208.4	0.653008229486	DE	W38RGI023J3WT1HWRP32
0000940400-26-012533	Volvo AB	98785.0	3593190.01	0.014459368927	SE	549300HGV012CNC8JD22
0000940400-26-012533	Sumitomo Electric Industries L	23453.0	1018984.05	0.004100497404	JP	5493005SP87FL5TOS202
0000940400-26-012533	O'Reilly Automotive Inc	949643.0	93454367.63	0.376070059102	US	549300K2RLMQL149Q332
0000940400-26-012533	Keyence Corp	117800.0	42960920.13	0.172879194221	JP	529900M7PQBS7A89DZ11
0000940400-26-012533	Anheuser-Busch InBev SA/NV	12415.0	884144.5	0.003557889083	BE	5493008H3828EMEXB082
0000940400-26-012533	Amada Co Ltd	1737104.0	22218902.61	0.089411166429	JP	529900QF5O6TQGCPDX85
0000940400-26-012533	Amrize Ltd	512041.0	26858886.94	0.108082944169	CH	529900SLCCO6K43P8146
0000940400-26-012533	Duke Energy Corp	740903.0	89908579.05	0.361801438441	US	I1BZKREC126H0VB1BL91
0000940400-26-012533	Banco Santander SA	861484.0	11008105.44	0.044297756952	ES	5493006QMFDDMYWIAM13
0000940400-26-012533	NVIDIA Corp	7895945.0	1509151967.85	6.072983897247	US	549300S4KLFTLO7GSQ80
0000940400-26-012533	Endesa SA	92785.0	3419362.14	0.013759867566	ES	549300LHK07F2CHV4X31
0000940400-26-012533	NatWest Group PLC	4392588.0	39982496.49	0.160893708869	GB	2138005O9XJIJN4JPN90
0000940400-26-012533	Givaudan SA	15.0	57978.14	0.000233310043	CH	213800SVRMQA1TD91D41
0000940400-26-012533	Ericsson	3373406.0	36606615.09	0.147308812306	SE	549300W9JLPW15XIFM52
0000940400-26-012533	Carlisle Cos Inc	117696.0	40121389.44	0.161452628492	US	XR64VGX1ZPX6G7ZN7Z11
0000940400-26-012533	Honeywell International Inc	139842.0	31816851.84	0.128034308672	US	ISRPG12PN4EIEOEMW547
0000940400-26-012533	AIA Group Ltd	14823075.0	171434675.21	0.689870897139	HK	ZP5ILWVSYE4LJGMMVD57
0000940400-26-012533	CIBC	103965.0	9608163.33	0.038664244839	CA	2IGI19DL77OX0HC3ZE78
0000940400-26-012533	Shopify Inc	483307.0	63424377.61	0.255226267548	CA	549300HGQ43STJLLP808
0000940400-26-012533	Air Liquide SA	34132.0	6389994.36	0.025713999437	FR	969500MMPQVHK671GT54
0000940400-26-012533	Danaher Corp	622768.0	136317687.52	0.548556499845	US	S4BKK9OTCEWQ3YHPFM11
0001193125-26-028778	DRB4536784.UP	3418.0	3360.6	0.0002144938	US	
0001193125-26-028731	L3793449.UP	799.0	804.8	5.13672e-05	US	
0001193125-26-028778	DRB5172131.UP	1762.0	1637.31	0.000104503	US	
0001193125-26-028731	L4084410.UP	1788.0	1802.61	0.0001150535	US	
0001193125-26-028778	193196461.LC	17780.0	1863.29	0.0001189264	US	
0001193125-26-028778	181160144.LC	8209.0	8196.64	0.0005231592	US	
0001193125-26-028731	L1554068.UP	3289.0	478.21	3.05223e-05	US	
0001193125-26-028778	L4524238.UP	1282.0	1301.22	8.30517e-05	US	
0001193125-26-028731	L5005620.UP	34702.0	32837.99	0.0020959192	US	
0001193125-26-028778	FW3942192.UP	2975.0	2986.16	0.0001905948	US	
0001193125-26-028731	L3286169.UP	451.0	442.69	2.82552e-05	US	
0001193125-26-028778	FW4528655.UP	2013.0	1978.31	0.0001262677	US	
0001193125-26-028731	195307451.LC	16721.0	16905.47	0.0010790094	US	
0001193125-26-028778	FW4557258.UP	7353.0	7135.35	0.0004554212	US	
0001193125-26-028778	FW3700379.UP	4725.0	4818.92	0.0003075726	US	
0001193125-26-028778	FW4176988.UP	7901.0	7843.43	0.0005006152	US	
0001193125-26-028778	FW3267270.UP	7161.0	7201.28	0.0004596293	US	
0001193125-26-028778	LAI-00709261.LP	4725.0	4714.08	0.0003008811	US	
0001193125-26-028778	FW2789458.UP	2970.0	2818.16	0.000179872	US	
0001193125-26-028778	211483779.LC	7324.0	7222.93	0.0004610111	US	
0001193125-26-028778	2288560.PW	13864.0	13373.92	0.0008536045	US	
0001193125-26-028778	182547535.LC	10641.0	1115.21	7.11794e-05	US	
0001193125-26-028778	6302652.SQ	710.0	55.66	3.5526e-06	US	
0001193125-26-028778	2596585.MA	16718.0	6021.78	0.0003843464	US	
0001193125-26-028778	292601450.UG	4833.0	4818.39	0.0003075388	US	
0001193125-26-028778	340965035.UG	8184.0	7968.61	0.0005086049	US	
0001193125-26-028778	184533520.LC	2078.0	633.54	4.04364e-05	US	
0001193125-26-028778	2509130.MA	27704.0	26723.8	0.0017056746	US	
0001193125-26-028778	APP-21227194.FP	5458.0	5503.51	0.0003512673	US	
0001193125-26-028778	CBM5805403.UP	4207.0	4043.73	0.0002580953	US	
0001193125-26-028778	L3250302.UP	8972.0	8858.16	0.0005653814	US	
0001193125-26-028778	210974185.LC	5968.0	5717.6	0.0003649318	US	
0001193125-26-028778	FW5527807.UP	3705.0	3603.53	0.0002299991	US	
0001193125-26-028778	208284456.LC	10372.0	10415.84	0.0006648019	US	
0001193125-26-028778	DRB5311709.UP	7439.0	7119.08	0.0004543828	US	
0001193125-26-028778	2496775.MA	13860.0	13755.35	0.0008779497	US	
0001193125-26-028778	FW4362480.UP	5166.0	5357.23	0.0003419308	US	
0001193125-26-028778	7823575.SQ	1142.0	471.81	3.01138e-05	US	
0001193125-26-028778	2443844.PW	4276.0	4252.93	0.0002714477	US	
0001193125-26-028778	FW4574449.UP	6120.0	5959.98	0.000380402	US	
0001193125-26-028778	FW4040887.UP	5163.0	5210.37	0.0003325573	US	
0001193125-26-028778	330199650.UG	1355.0	1326.61	8.46723e-05	US	
0001193125-26-029049	CYVU-XQYO.AF	133.0	10.62	6.778e-07	US	
0001193125-26-029049	R9AS-BZM0.AF	459.0	471.32	3.00825e-05	US	
0001193125-26-029049	CYXR-QUH7.AF	1391.0	1393.12	8.89173e-05	US	
0001193125-26-029049	VOMO-OR4X.AF	46.0	3.65	2.33e-07	US	
0001193125-26-029049	IU8J-XR80.AF	330.0	336.18	2.1457e-05	US	
0001193125-26-029049	R0OR-L18X.AF	3554.0	3732.66	0.0002382409	US	
0001193125-26-029049	FX28-Q5HO.AF	118.0	9.42	6.012e-07	US	
0001193125-26-029049	Z0CR-DXNK.AF	85.0	85.5	5.4571e-06	US	
0001193125-26-029049	PPGQ-9Z3E.AF	111.0	8.88	5.668e-07	US	
0001193125-26-029049	4S1J-MU7I.AF	50.0	3.97	2.534e-07	US	
0001193125-26-029049	AN6Q-GAB4.AF	323.0	25.83	1.6486e-06	US	
0001193125-26-029049	3SRY-U2QE.AF	16.0	16.15	1.0308e-06	US	
0001193125-26-029049	3DO2-WPHY.AF	407.0	32.6	2.0807e-06	US	
0001193125-26-029049	GQE3-W2YI.AF	102.0	9.99	6.376e-07	US	
0001193125-26-029049	9W8A-9ZC5.AF	440.0	454.01	2.89777e-05	US	
0001193125-26-029049	7GNY-1NE8.AF	69.0	5.5	3.51e-07	US	
0001193125-26-029049	ZPMG-SFCC.AF	150.0	151.85	9.692e-06	US	
0001193125-26-029049	7J8E-QUB1.AF	209.0	208.31	1.32956e-05	US	
0001193125-26-029049	QFO3-ZTB5.AF	1057.0	84.56	5.3971e-06	US	
0001193125-26-029049	MIRY-A2LD.AF	755.0	60.42	3.8564e-06	US	
0001193125-26-029049	V1DI-INB0.AF	674.0	53.93	3.4421e-06	US	
0001193125-26-029049	BYFE-E5P7.AF	96.0	95.87	6.119e-06	US	
0001193125-26-029049	EJYL-8HWG.AF	1205.0	96.37	6.1509e-06	US	
0001193125-26-029049	DC3I-THPC.AF	40.0	3.23	2.062e-07	US	
0001193125-26-029049	BMQS-CPQJ.AF	21.0	20.66	1.3186e-06	US	
0001193125-26-029049	QK7L-4OVA.AF	189.0	15.08	9.625e-07	US	
0001193125-26-029049	DEBH-IQN0.AF	64.0	64.42	4.1117e-06	US	
0001193125-26-029049	J1MY-IEF4.AF	78.0	82.63	5.2739e-06	US	
0001193125-26-029049	VFM3-BCLJ.AF	139.0	11.1	7.085e-07	US	
0001193125-26-029049	ICJW-D878.AF	656.0	136.32	8.7008e-06	US	
0001193125-26-029049	DD1V-GDMZ.AF	47.0	47.36	3.0228e-06	US	
0001193125-26-029049	T3Q0-EO35.AF	197.0	196.18	1.25214e-05	US	
0001193125-26-029049	4513-I8CO.AF	154.0	152.56	9.7373e-06	US	
0001193125-26-029049	D80G-8GXL.AF	82.0	83.41	5.3237e-06	US	
0001193125-26-029049	0GBO-PIGN.AF	206.0	16.48	1.0519e-06	US	
0001193125-26-029049	11AN-F413.AF	426.0	34.04	2.1726e-06	US	
0001193125-26-029049	2PI7-N1M6.AF	85.0	88.4	5.6422e-06	US	
0001193125-26-029049	H8OI-3ATS.AF	121.0	120.89	7.7159e-06	US	
0001193125-26-029049	3BSC-17K7.AF	23.0	23.21	1.4814e-06	US	
0001193125-26-029049	2H21-5RWP.AF	87.0	86.31	5.5088e-06	US	
0001193125-26-029049	RU35-5950.AF	16.0	16.24	1.0365e-06	US	
0001193125-26-029049	2NWV-JN0M.AF	177.0	14.19	9.057e-07	US	
0001193125-26-029049	CJ55-LHDO.AF	106.0	8.47	5.406e-07	US	
0001193125-26-029049	IGV4-G3B4.AF	96.0	7.69	4.908e-07	US	
0001193125-26-029049	5SJ4-50UM.AF	369.0	365.86	2.33514e-05	US	
0001193125-26-029049	WZ82-LUEX.AF	1537.0	1534.96	9.79704e-05	US	
0001193125-26-029049	K7DX-NTBO.AF	26.0	25.91	1.6537e-06	US	
0001193125-26-029049	DYJR-M6QN.AF	111.0	111.46	7.1141e-06	US	
0001193125-26-029049	FELI-ZK5D.AF	1035.0	82.8	5.2848e-06	US	
0001193125-26-029049	QP0N-UETI.AF	297.0	23.78	1.5178e-06	US	
0001193125-26-029049	0MLQ-8ISZ.AF	24.0	24.96	1.5931e-06	US	
0001193125-26-029049	HDRU-BXW1.AF	13.0	13.28	8.476e-07	US	
0001193125-26-029049	4XYV-0CX3.AF	38.0	38.53	2.4592e-06	US	
0001193125-26-029049	DT15-M0AU.AF	1509.0	120.72	7.7051e-06	US	
0001193125-26-029049	1AV9-WVP2.AF	63.0	62.84	4.0108e-06	US	
0001193125-26-029049	EISQ-JK2W.AF	331.0	26.47	1.6895e-06	US	
0001193125-26-029049	UQES-8DQZ.AF	25.0	24.52	1.565e-06	US	
0001193125-26-029049	SGYZ-23YA.AF	183.0	14.65	9.351e-07	US	
0001193125-26-029049	XM9L-GFPP.AF	260.0	265.51	1.69465e-05	US	
0001193125-26-029049	UIJX-VGAJ.AF	92.0	7.35	4.691e-07	US	
0001193125-26-029049	1C0Y-36YH.AF	117.0	9.37	5.981e-07	US	
0001193125-26-029049	P0A1-C0B5.AF	66.0	66.27	4.2298e-06	US	
0001193125-26-029049	ATNW-FXFQ.AF	413.0	416.31	2.65714e-05	US	
0001193125-26-029049	QDIM-BPW2.AF	207.0	16.52	1.0544e-06	US	
0001193125-26-029049	40N9-F05X.AF	66.0	66.11	4.2195e-06	US	
0001193125-26-029049	9HIC-Q9UT.AF	35.0	35.32	2.2543e-06	US	
0001193125-26-029049	FV65-A49P.AF	228.0	18.23	1.1635e-06	US	
0000940400-26-012533	Deutsche Bank AG	108465.0	4281347.29	0.017228585128	DE	7LTWFZYICNSX8D621K86
0000940400-26-012533	Japan Tobacco Inc	155329.0	5601519.44	0.022541094657	JP	353800Z0ENYBQO0XRJ31
0000940400-26-012533	Clicks Group Ltd	647643.0	13049282.28	0.052511664063	ZA	378900E967958A677472
0000940400-26-012533	Nippon Building Fund Inc	350.0	324534.76	0.001305961502	JP	52990053R8NL2MB32172
0000940400-26-012533	BAE Systems PLC	96945.0	2618603.6	0.010537532226	GB	8SVCSVKSGDWMW2QHOH83
0000940400-26-012533	Check Point Software Technolog	7388.0	1326219.88	0.00533684622	IL	2549003ZVBH73EPNS513
0000940400-26-012533	Ferrovial SE	21750.0	1470053.29	0.005915646766	NL	72450022R2ZFL41Y6I04
0000940400-26-012533	Adyen NV	27348.0	40631407.39	0.163504993571	NL	724500973ODKK3IFQ447
0000940400-26-012533	United Overseas Bank Ltd	64835.0	1950503.46	0.007849028034	SG	IO66REGK3RCBAMA8HR66
0000940400-26-012533	CaixaBank SA	164980.0	2181461.12	0.00877842559	ES	7CUNS533WID6K7DGFI87
0000940400-26-012533	Info Edge India Ltd	978952.0	13296400.37	0.053506092864	IN	335800MXUVHTBF9DEC78
0000894189-26-011167	Eurobank SA	1478691.0	7247712.01	1.0552632372	GR	213800KGF4EFNUQKAT69
0000894189-26-011167	CSPC Pharmaceutical Group Ltd	6547828.0	8046383.02	1.1715493361	CN	529900M3XQCW234H8O91
0000894189-26-011167	CGN Power Co Ltd	17998932.0	7510978.91	1.0935947659	CN	529900D2UINCGWQYBK45
0000894189-26-011167	JNBY Design Ltd	3023302.0	7453667.58	1.085250265	CN	
0000894189-26-011167	Momentum Group Ltd	3198381.0	7458516.58	1.085956277	ZA	98450051AABCKEC84814
0000894189-26-011167	Woori Financial Group Inc	337665.0	7096266.67	1.0332128716	KR	
0000894189-26-011167	Genomma Lab Internacional SAB	5230333.0	4977136.52	0.7246685835	MX	984500B7084AA76ACF85
0000894189-26-011167	KEPCO Plant Service & Engineer	176697.0	6874414.34	1.0009112835	KR	
0000894189-26-011167	Lonking Holdings Ltd	18657952.0	7642688.44	1.1127716075	CN	5299004M92ACMGS3QI84
0000894189-26-011167	Oil India Ltd	1235169.0	6848734.32	0.9971722855	IN	335800XXEP14XISP1A16
0000894189-26-011167	OGK-2 PJSC	94200000.0	1.24	1.805e-07	RU	
0000894189-26-011167	CEZ AS	119505.0	6873538.89	1.0007838184	CZ	529900S5R9YHJHYKKG94
0000894189-26-011167	CRRC TIMES ELEC	1350457.0	7377978.36	1.0742299525	CN	529900PLNH7NQLN00B53
0000894189-26-011167	Kasikornbank PCL	1176947.0	7032132.08	1.0238749074	TH	5493004COSQ54937AW41
0000894189-26-011167	Alrosa PJSC	538800.0	0.01	1.5e-09	RU	894500DKUWVBYZLLE651
0000894189-26-011167	Powszechna Kasa Oszczednosci B	239806.0	6248589.78	0.9097915411	PL	P4GTT6GF1W40CVIMFR43
0000894189-26-011167	Sberbank of Russia PJSC	276600.0	0.0	0.0	RU	549300WE6TAF5EEWQS81
0000894189-26-011167	Severstal PAO	85200.0	0.0	0.0	RU	213800OKDPTV6K4ONO53
0000894189-26-011167	Turkiye Petrol Rafinerileri AS	980301.0	5518377.56	0.8034730078	TR	789000RCNG97UV50EE03
0000894189-26-011167	Zhongsheng Group Holdings Ltd	3242122.0	4834899.87	0.7039589986	CN	3003005VYMEBAJNJ2Y26
0000894189-26-011167	HD Construction Equipment Co L	118759.0	8927138.95	1.2997869582	KR	988400SUTJA1BDSX0Y30
0000894189-26-011167	Nedbank Group Ltd	380107.0	6243602.34	0.9090653724	ZA	3789009E42FA3CB31065
0000894189-26-011167	Unipro PAO	21240000.0	0.28	4.08e-08	RU	253400DR5QSH8MEGZZ11
0000894189-26-011167	Wisdom Marine Lines Co Ltd	2574070.0	5782864.6	0.8419821883	TW	2138002Y4SAHF7NM3W37
0000894189-26-011167	Bank Polska Kasa Opieki SA	119887.0	7315367.75	1.0651138791	PL	5493000LKS7B3UTF7H35
0000894189-26-011167	Sinotruk Hong Kong Ltd	2058794.0	9466325.38	1.3782922323	CN	529900BB4WA4W576X724
0000894189-26-011167	Gazprom Neft PJSC	223200.0	0.0	0.0	RU	253400KXA9P2AN72P004
0000894189-26-011167	Grupo SBF SA	2592154.0	7048353.76	1.0262367759	BR	
0000940400-26-012512	TAG Immobilien AG	231419.0	3926104.68	4.696659753549	DE	529900TAE68USJNXLR59
0000940400-26-012512	Sun Hung Kai Properties Ltd	288709.0	4636346.94	5.546297373963	HK	529900LUMD393RD3S874
0000940400-26-012512	Corp Inmobiliaria Vesta SAB de	1225172.0	3785021.53	4.527886986005	MX	4469000001BIRIFZJ959
0000940400-26-012512	Ingenia Communities Group	1209968.0	3967255.1	4.74588654122	AU	
0000940400-26-012512	Genting Singapore Ltd	5700200.0	3290997.32	3.93690334866	SG	254900Y2N3AK93K1O866
