ACCESSION_NUMBER	ISSUER_NAME	BALANCE	CURRENCY_VALUE	PERCENTAGE	INVESTMENT_COUNTRY	ISSUER_LEI
0001193125-26-028731	LAI-00712310.LP	10912.0	10843.01	0.0006920665	US	
0001193125-26-028731	FW4286248.UP	127.0	125.04	7.9808e-06	US	
0001193125-26-028731	LAI-00798054.LP	13681.0	13496.42	0.0008614232	US	
0001193125-26-028731	188371437.LC	6061.0	635.19	4.05417e-05	US	
0001193125-26-028731	191830599.LC	1594.0	167.05	1.06621e-05	US	
0001193125-26-028731	9055266.SQ	1871.0	1806.1	0.0001152762	US	
0001193125-26-028731	L3476594.UP	3530.0	3599.41	0.0002297361	US	
0001193125-26-028731	2514844.MA	18271.0	18162.53	0.0011592425	US	
0001193125-26-028731	L2429575.UP	2674.0	2650.31	0.0001691588	US	
0001193125-26-028731	6291959.SQ	1414.0	110.83	7.0738e-06	US	
0001193125-26-028731	184097859.LC	5553.0	5888.79	0.0003758582	US	
0001193125-26-028731	DRB4547973.UP	9356.0	9204.16	0.0005874652	US	
0001193125-26-028731	5000053787.FP	81549.0	83998.77	0.0053613097	US	
0001193125-26-028731	FW6329199.UP	12100.0	12058.87	0.00076967	US	
0001193125-26-028731	188270198.LC	6440.0	6384.16	0.0004074757	US	
0001193125-26-028731	FW4601739.UP	909.0	922.31	5.88674e-05	US	
0001193125-26-028731	142768506.UG	16119.0	2614.5	0.0001668732	US	
0001193125-26-028731	343200987.UG	6740.0	6565.65	0.0004190595	US	
0001193125-26-028731	DRB4984627.UP	8065.0	1648.14	0.0001051943	US	
0001193125-26-028731	138797855.UG	4157.0	4150.12	0.0002648858	US	
0001193125-26-028731	FW4187892.UP	6532.0	6575.12	0.0004196639	US	
0001193125-26-028731	183274279.LC	7318.0	7344.69	0.0004687825	US	
0001193125-26-028731	2032087.PW	8586.0	8308.98	0.0005303294	US	
0001193125-26-028731	CBM4391766.UP	1850.0	269.05	1.71724e-05	US	
0001193125-26-028731	L5329942.UP	7505.0	7165.4	0.0004573392	US	
0001193125-26-028731	2393434.PW	8195.0	8184.32	0.0005223728	US	
0001193125-26-028731	FW3118555.UP	933.0	954.52	6.09232e-05	US	
0001193125-26-028731	201954982.LC	1224.0	1206.52	7.70074e-05	US	
0001193125-26-028731	L5487165.UP	19821.0	19028.34	0.0012145038	US	
0001193125-26-028731	FW2793149.UP	2124.0	2104.88	0.0001343462	US	
0001193125-26-028731	171638329.UG	1625.0	1619.04	0.0001033369	US	
0001193125-26-028731	L5458570.UP	11230.0	2953.88	0.0001885345	US	
0001193125-26-028731	CBM3940811.UP	39375.0	39611.84	0.0025282673	US	
0001193125-26-028731	FW4393614.UP	2715.0	2665.33	0.0001701175	US	
0001193125-26-028731	204787605.LC	2004.0	2005.6	0.0001280095	US	
0001193125-26-028731	203175987.LC	4812.0	4809.74	0.0003069867	US	
0001193125-26-028731	2451095.PW	17500.0	17307.95	0.0011046981	US	
0001193125-26-028731	2670837.MA	14870.0	5078.6	0.000324147	US	
0001193125-26-028731	5863533382.ST	3183.0	3370.33	0.0002151149	US	
0001193125-26-028731	DRB5712818.UP	2913.0	2821.35	0.0001800756	US	
0001193125-26-028731	APP-42592062.FP	9944.0	9611.51	0.0006134647	US	
0001193125-26-028731	194123656.LC	4216.0	4215.27	0.000269044	US	
0001193125-26-028731	259127537.UG	6246.0	6092.63	0.0003888685	US	
0001193125-26-028731	5540412.SQ	20124.0	1577.68	0.0001006971	US	
0001193125-26-028731	9075932.SQ	6526.0	6273.01	0.0004003814	US	
0001193125-26-028731	175680215.LC	1155.0	1151.66	7.35059e-05	US	
0001193125-26-028731	2696522.MA	2702.0	2670.87	0.0001704711	US	
0001193125-26-028731	L2790614.UP	683.0	677.05	4.32134e-05	US	
0001193125-26-028731	683981.BV	3313.0	497.0	3.17215e-05	US	
0001193125-26-028731	FW4039438.UP	1162.0	1171.87	7.47958e-05	US	
0001193125-26-028731	204851267.LC	5524.0	5550.2	0.0003542473	US	
0001193125-26-028731	774170.BV	69025.0	71107.42	0.0045385057	US	
0001193125-26-028731	1984081.MA	3795.0	3859.36	0.0002463277	US	
0001193125-26-028731	186268184.LC	15521.0	1626.61	0.0001038201	US	
0001193125-26-028731	L4189287.UP	709.0	705.75	4.50452e-05	US	
0001193125-26-028731	FW5528401.UP	10916.0	10632.12	0.0006786062	US	
0001193125-26-028731	2489811.MA	40848.0	40621.11	0.002592685	US	
0001193125-26-028731	CBM5716407.UP	943.0	912.54	5.82438e-05	US	
0001193125-26-028731	309609456.UG	18065.0	17541.86	0.0011196276	US	
0001193125-26-028731	L5010608.UP	4264.0	4129.73	0.0002635844	US	
0001193125-26-028731	195891828.LC	173.0	172.05	1.09813e-05	US	
0001193125-26-028731	L2370017.UP	5249.0	3235.43	0.0002065047	US	
0001193125-26-028731	207907184.LC	8942.0	8986.44	0.000573569	US	
0001193125-26-028731	192535571.LC	8003.0	8193.52	0.00052296	US	
0001193125-26-028731	CBM4498830.UP	6961.0	6763.19	0.0004316677	US	
0001193125-26-028731	1344261.SF	7564.0	7589.72	0.0004844218	US	
0001193125-26-028731	L3645661.UP	1379.0	1388.78	8.86403e-05	US	
0001193125-26-028731	FW5699481.UP	5874.0	5636.43	0.0003597511	US	
0001193125-26-028731	LAI-00748944.LP	12882.0	12493.97	0.0007974408	US	
0001193125-26-028731	CBM3986717.UP	5148.0	5230.35	0.0003338326	US	
0001193125-26-028731	217465170.LC	7365.0	7169.5	0.0004576009	US	
0001193125-26-028731	FW3595548.UP	21064.0	13164.72	0.0008402521	US	
0001193125-26-028731	187549922.LC	10415.0	10664.58	0.000680678	US	
0001193125-26-028731	DRB4986149.UP	44486.0	43047.8	0.002747571	US	
0001193125-26-028731	DRB5292680.UP	6687.0	6273.03	0.0004003827	US	
0001193125-26-028731	929924.PW	9.0	1.4	8.94e-08	US	
0001193125-26-028731	FW2383902.UP	3125.0	3079.48	0.000196551	US	
0001193125-26-028731	CBM3762290.UP	3471.0	3505.83	0.0002237633	US	
0001193125-26-028731	193107093.LC	7236.0	758.29	4.83987e-05	US	
0001193125-26-028731	217036133.LC	14458.0	13849.87	0.0008839825	US	
0001193125-26-028731	187550689.LC	2056.0	2048.97	0.0001307777	US	
0001193125-26-028731	297245264.UG	6879.0	6658.54	0.0004249883	US	
0001193125-26-028731	2188226.MA	12813.0	13046.19	0.0008326868	US	
0001193125-26-028731	2630544.MA	4192.0	4232.67	0.0002701546	US	
0001193125-26-028731	187111502.LC	4412.0	462.4	2.95132e-05	US	
0001193125-26-028731	204274743.LC	4494.0	4490.05	0.0002865822	US	
0001193125-26-028731	L3719061.UP	6675.0	6717.79	0.00042877	US	
0001193125-26-028731	186659764.LC	5723.0	599.77	3.82809e-05	US	
0001193125-26-028731	DRB5494626.UP	3955.0	3749.89	0.0002393407	US	
0001193125-26-028731	FW4783290.UP	1166.0	1088.34	6.94644e-05	US	
0001193125-26-028731	FW3282326.UP	4008.0	3968.88	0.0002533179	US	
0001193125-26-028731	L6024285.UP	11552.0	11556.26	0.0007375904	US	
0001193125-26-028731	L3757761.UP	2853.0	2902.89	0.00018528	US	
0001193125-26-028731	DRB5347614.UP	4277.0	3884.37	0.000247924	US	
0001193125-26-028731	191823263.LC	213.0	43.43	2.772e-06	US	
0001193125-26-028731	FW4229243.UP	3965.0	3940.73	0.0002515212	US	
0001193125-26-028731	L5444112.UP	12701.0	12335.0	0.0007872943	US	
0001193125-26-028731	FW3360354.UP	3944.0	4047.87	0.0002583596	US	
0001193125-26-028731	L4550401.UP	923.0	916.18	5.84762e-05	US	
0001193125-26-028731	192828395.LC	4991.0	523.05	3.33842e-05	US	
0001193125-26-028731	L5825405.UP	1157.0	1159.41	7.40006e-05	US	
0001193125-26-028731	287559646.UG	19678.0	19741.18	0.0012600015	US	
0001193125-26-028731	2444529.PW	29379.0	29323.89	0.0018716281	US	
0001193125-26-028731	L3485804.UP	5453.0	5472.75	0.000349304	US	
0001193125-26-028731	190720844.LC	48.0	5.0	3.191e-07	US	
0001193125-26-028731	209477035.LC	6979.0	6961.49	0.0004443244	US	
0001193125-26-028731	DRB5534910.UP	1345.0	1279.43	8.1661e-05	US	
0001193125-26-028731	CBM5970424.UP	981.0	953.44	6.08543e-05	US	
0001193125-26-028731	LAI-00722417.LP	7343.0	6583.85	0.0004202211	US	
0001193125-26-028731	242347376.UG	13133.0	12907.74	0.0008238501	US	
0001193125-26-028731	CBM4225598.UP	3844.0	3931.4	0.0002509257	US	
0001193125-26-028731	2021808.MA	5081.0	5142.34	0.0003282152	US	
0001193125-26-028731	2072239.PW	13714.0	13568.37	0.0008660155	US	
0001193125-26-028731	FW3358214.UP	540.0	547.38	3.49371e-05	US	
0001193125-26-028731	FW5314675.UP	8287.0	5036.08	0.0003214331	US	
0001193125-26-028731	207716586.LC	5774.0	4490.8	0.00028663	US	
0001193125-26-028731	292442860.UG	4745.0	4786.5	0.0003055034	US	
0001193125-26-028731	L3143948.UP	17008.0	16799.28	0.0010722317	US	
0001193125-26-028731	2346317.PW	6395.0	6038.56	0.0003854174	US	
0001193125-26-028731	FW4390072.UP	926.0	902.04	5.75736e-05	US	
0001193125-26-028731	207768660.UG	12700.0	12820.35	0.0008182723	US	
0001193125-26-028731	L1400534.UP	1453.0	1436.86	9.17091e-05	US	
0001193125-26-028731	L4874573.UP	817.0	808.01	5.15721e-05	US	
0001193125-26-028731	L2190792.UP	331.0	326.46	2.08367e-05	US	
0001193125-26-028731	207730534.UG	2645.0	2671.95	0.00017054	US	
0001193125-26-028731	203929047.LC	6374.0	6386.93	0.0004076525	US	
0001193125-26-028731	198361304.LC	1599.0	1608.31	0.0001026521	US	
0001193125-26-028731	DRB4547445.UP	3578.0	520.18	3.3201e-05	US	
0001193125-26-028731	8301541014.ST	9784.0	489.18	3.12224e-05	US	
0001193125-26-028731	L3030413.UP	1097.0	1088.85	6.9497e-05	US	
0001193125-26-028731	2419755.MA	14637.0	14568.16	0.0009298281	US	
0001193125-26-028731	7759755.SQ	136.0	78.76	5.0269e-06	US	
0001193125-26-028731	L2765765.UP	2958.0	2908.29	0.0001856247	US	
0001193125-26-028731	FW2604479.UP	1279.0	1259.31	8.03768e-05	US	
0001193125-26-028731	2727547.MA	5159.0	2021.23	0.0001290071	US	
0001193125-26-028731	L6190595.UP	20000.0	19875.86	0.0012685976	US	
0001193125-26-028731	DRB5820380.UP	7750.0	2325.13	0.0001484039	US	
0001193125-26-028731	3497529189.ST	2976.0	148.81	9.498e-06	US	
0001193125-26-028731	CBM4526645.UP	9370.0	9163.6	0.0005848764	US	
0001193125-26-028731	297696480.UG	6265.0	6282.91	0.0004010133	US	
0001193125-26-028731	330222714.UG	19223.0	18925.95	0.0012079686	US	
0001193125-26-028731	2307357.PW	7146.0	6877.79	0.0004389822	US	
0001193125-26-028731	APP-42561119.FP	19557.0	19935.54	0.0012724068	US	
0001193125-26-028731	DRB5541956.UP	8956.0	8715.36	0.000556267	US	
0001193125-26-028731	FW3046146.UP	2742.0	2705.28	0.0001726673	US	
0001193125-26-028731	333595289.UG	7317.0	7097.27	0.0004529907	US	
0001193125-26-028731	L3992706.UP	1354.0	1360.35	8.68258e-05	US	
0001193125-26-028731	DRB5741015.UP	8805.0	8492.91	0.0005420689	US	
0001193125-26-028731	FW4225123.UP	8246.0	8260.57	0.0005272396	US	
0001193125-26-028731	2443104.MA	28039.0	27606.01	0.0017619826	US	
0001193125-26-028731	FW3198015.UP	702.0	713.81	4.55597e-05	US	
0001193125-26-028731	FW5720273.UP	14122.0	13903.36	0.0008873965	US	
0001193125-26-028731	FW3801909.UP	2093.0	2115.4	0.0001350176	US	
0001193125-26-028731	APP-10017239.FP	3335.0	3293.47	0.0002102092	US	
0001193125-26-028731	DRB5010752.UP	4993.0	4718.92	0.00030119	US	
0001193125-26-028731	L4088532.UP	15345.0	15489.89	0.0009886585	US	
0001193125-26-028731	L5734348.UP	1300.0	241.5	1.5414e-05	US	
0001193125-26-028731	7584034035.ST	943.0	989.85	6.31782e-05	US	
0001193125-26-028731	DRB5711310.UP	8041.0	7743.95	0.0004942657	US	
0001193125-26-028731	FW3170017.UP	2596.0	866.69	5.53174e-05	US	
0001193125-26-028731	L2384807.UP	1975.0	1931.73	0.0001232947	US	
0001193125-26-028731	FW4182877.UP	15246.0	15679.63	0.0010007688	US	
0001193125-26-028731	182832035.LC	1718.0	1800.68	0.0001149303	US	
0001193125-26-028731	207451039.LC	1785.0	1765.58	0.00011269	US	
0001193125-26-028731	DRB5986753.UP	963.0	951.06	6.07024e-05	US	
0001193125-26-028731	CBM3796319.UP	1140.0	1152.0	7.35276e-05	US	
0001193125-26-028731	FW4561096.UP	1549.0	225.3	1.438e-05	US	
0001193125-26-028731	CBM4310870.UP	3079.0	646.47	4.12616e-05	US	
0001193125-26-028731	4199908.SQ	544.0	42.64	2.7215e-06	US	
0001193125-26-028731	2461900.PW	16000.0	15957.02	0.0010184736	US	
0001193125-26-028731	215585650.LC	9141.0	8792.68	0.000561202	US	
0001193125-26-028731	CBM4988756.UP	2224.0	2057.9	0.0001313476	US	
0001193125-26-028731	204393369.LC	6478.0	6618.77	0.0004224499	US	
0001193125-26-028731	FW4179417.UP	3590.0	3562.07	0.0002273529	US	
0001193125-26-028731	233851046.UG	1459.0	1462.5	9.33456e-05	US	
0001193125-26-028731	L4503981.UP	4204.0	4144.44	0.0002645232	US	
0001193125-26-028731	1413042.MA	14355.0	14075.32	0.0008983721	US	
0001193125-26-028731	FW3739296.UP	835.0	852.37	5.44034e-05	US	
0001193125-26-028731	1847717.PW	3360.0	3352.36	0.0002139679	US	
0001193125-26-028731	L5015434.UP	9329.0	9038.14	0.0005768688	US	
0001193125-26-028731	L4798698.UP	3442.0	3344.96	0.0002134956	US	
0001193125-26-028731	5346349733.ST	568.0	28.38	1.8114e-06	US	
0001193125-26-028731	L4440158.UP	2779.0	2742.91	0.0001750691	US	
0001193125-26-028731	L5358881.UP	4092.0	3917.15	0.0002500162	US	
0001193125-26-028731	L5729775.UP	2183.0	2153.45	0.0001374462	US	
0001193125-26-028731	APP-17905060.FP	8301.0	8264.51	0.000527491	US	
0001193125-26-028731	L3782532.UP	1537.0	1556.82	9.93657e-05	US	
0001193125-26-028731	2087770.PW	7573.0	1440.59	9.19472e-05	US	
0001193125-26-028731	CBM4988870.UP	4924.0	4678.48	0.0002986089	US	
0001193125-26-028731	L3478240.UP	1902.0	1930.67	0.000123227	US	
0001193125-26-028731	DRB4665665.UP	5825.0	5558.98	0.0003548077	US	
0001193125-26-028731	L5006508.UP	1458.0	1394.87	8.9029e-05	US	
0001193125-26-028731	DRB5796958.UP	2228.0	2144.62	0.0001368826	US	
0001193125-26-028731	208913896.LC	2828.0	2766.33	0.0001765639	US	
0001193125-26-028731	2454689.MA	7246.0	7263.93	0.000463628	US	
0001193125-26-028731	DRB5686655.UP	2978.0	2860.81	0.0001825942	US	
0001193125-26-028731	2455960.MA	30616.0	31094.82	0.0019846595	US	
0001193125-26-028731	347595682.UG	23465.0	23007.21	0.0014684593	US	
0001193125-26-028731	2418118.MA	15598.0	14266.38	0.0009105667	US	
0001193125-26-028731	L1699584.UP	682.0	676.05	4.31496e-05	US	
0001193125-26-028731	FW4093363.UP	1382.0	1404.76	8.96603e-05	US	
0001193125-26-028731	1196841394.ST	1136.0	1203.39	7.68076e-05	US	
0001193125-26-028731	775913.BV	50000.0	51900.52	0.0033126052	US	
0001193125-26-028731	DRB5360034.UP	2485.0	2348.7	0.0001499082	US	
0001193125-26-028731	189448756.LC	1409.0	147.62	9.422e-06	US	
0001193125-26-028731	DRB5858028.UP	1460.0	1411.69	9.01026e-05	US	
0001193125-26-028731	L5712690.UP	1052.0	1041.43	6.64704e-05	US	
0001193125-26-028731	L5968959.UP	25568.0	25644.59	0.0016367929	US	
0001193125-26-028731	1750498.PW	3575.0	1326.99	8.46965e-05	US	
0001193125-26-028731	208951827.LC	4251.0	4195.71	0.0002677956	US	
0001193125-26-028731	L1182150.UP	1955.0	1939.68	0.0001238021	US	
0001193125-26-028731	FW3856007.UP	207.0	207.56	1.32477e-05	US	
0001193125-26-028731	2860618.MA	56183.0	56178.96	0.0035856811	US	
0001193125-26-028731	176736339.LC	3098.0	3203.06	0.0002044387	US	
0001193125-26-028731	DRB5293066.UP	18881.0	17712.06	0.0011304908	US	
0001193125-26-028731	L4516329.UP	6173.0	6088.01	0.0003885736	US	
0001193125-26-028731	2653849.MA	24555.0	24393.2	0.0015569216	US	
0001193125-26-028731	DRB5310931.UP	24582.0	23214.74	0.0014817051	US	
0001193125-26-028731	FW3719144.UP	1942.0	1968.97	0.0001256716	US	
0001193125-26-028731	206395309.LC	10612.0	10428.24	0.0006655934	US	
0001193125-26-028731	L2169661.UP	1657.0	1633.2	0.0001042407	US	
0001193125-26-028731	L1877055.UP	19530.0	2839.71	0.0001812475	US	
0001193125-26-028731	243382855.UG	3265.0	3266.82	0.0002085082	US	
0001193125-26-028731	L3266635.UP	3219.0	3270.83	0.0002087642	US	
0001193125-26-028731	DRB5336118.UP	1177.0	1089.86	6.95615e-05	US	
0001193125-26-028731	208956663.UG	9522.0	9663.54	0.0006167856	US	
0001193125-26-028731	121280533.UG	4979.0	807.59	5.15453e-05	US	
0001193125-26-028731	189051590.LC	2348.0	2492.47	0.0001590845	US	
0001193125-26-028731	DRB4780570.UP	3847.0	3588.29	0.0002290264	US	
0001193125-26-028731	206872810.LC	2825.0	2845.47	0.0001816151	US	
0001193125-26-028731	FW4797773.UP	1381.0	432.73	2.76194e-05	US	
0001193125-26-028731	DRB5968819.UP	1657.0	1610.68	0.0001028033	US	
0001193125-26-028731	CBM5846917.UP	1181.0	1113.05	7.10416e-05	US	
0001193125-26-028731	L3799981.UP	5011.0	5093.23	0.0003250808	US	
0001193125-26-028731	2703093.MA	15165.0	3739.5	0.0002386775	US	
0001193125-26-028731	DRB5457051.UP	3740.0	3530.83	0.0002253589	US	
0001193125-26-028731	L4087521.UP	1972.0	1975.72	0.0001261024	US	
0001193125-26-028731	FW4227423.UP	1064.0	1066.89	6.80954e-05	US	
0001193125-26-028731	FW3643830.UP	1556.0	226.19	1.44368e-05	US	
0001193125-26-028731	DRB4985559.UP	3042.0	2847.43	0.0001817402	US	
0001193125-26-028731	205858217.LC	8074.0	7985.33	0.0005096721	US	
0001193125-26-028731	341790610.UG	4854.0	4703.66	0.000300216	US	
0001193125-26-028731	L5699582.UP	1302.0	1293.51	8.25596e-05	US	
0001193125-26-028731	CBM4181112.UP	1470.0	1509.54	9.6348e-05	US	
0001193125-26-028731	1299280.MA	5171.0	5070.69	0.0003236421	US	
0001193125-26-028731	1534864.MA	11479.0	11387.21	0.0007268006	US	
0001193125-26-028731	FW3275081.UP	14703.0	14770.36	0.0009427337	US	
0001193125-26-028731	2665272.MA	35330.0	7256.84	0.0004631754	US	
0001193125-26-028731	FW4040183.UP	35967.0	36502.65	0.00232982	US	
0001193125-26-028731	L3939245.UP	6718.0	6748.3	0.0004307173	US	
0001193125-26-028731	FW3672910.UP	1121.0	1128.93	7.20551e-05	US	
0001193125-26-028731	FW4800163.UP	3572.0	3295.94	0.0002103668	US	
0001193125-26-028731	DRB4869864.UP	5054.0	4706.42	0.0003003922	US	
0001193125-26-028731	343670327.UG	17144.0	16598.26	0.0010594014	US	
0001193125-26-028731	L3710956.UP	19083.0	19208.85	0.001226025	US	
0001193125-26-028731	127227977.UG	4101.0	4078.96	0.0002603439	US	
0001193125-26-028731	189207357.LC	13286.0	1392.42	8.88727e-05	US	
0001193125-26-028731	FW3296898.UP	1900.0	1946.88	0.0001242617	US	
0001193125-26-028731	DRB5551271.UP	3596.0	1179.83	7.53039e-05	US	
0001193125-26-028731	184827552.UG	1216.0	1228.77	7.84275e-05	US	
0001193125-26-028731	177488639.LC	1979.0	1978.09	0.0001262537	US	
0001193125-26-028731	DRB5998593.UP	44090.0	42987.37	0.002743714	US	
0001193125-26-028731	186481596.LC	7053.0	7095.71	0.0004528911	US	
0001193125-26-028731	282999815.UG	12067.0	11742.68	0.0007494889	US	
0001193125-26-028731	FW4183287.UP	3869.0	2030.49	0.0001295982	US	
0001193125-26-028731	DRB4985251.UP	9035.0	8365.15	0.0005339145	US	
0001193125-26-028731	L4320033.UP	10816.0	10735.78	0.0006852224	US	
0001193125-26-028731	357970146.UG	4900.0	4875.83	0.000311205	US	
0001193125-26-028731	DRB5363354.UP	2737.0	2650.38	0.0001691633	US	
0001193125-26-028731	251793217.UG	18227.0	18388.6	0.0011736717	US	
0001193125-26-028731	337037245.UG	23299.0	22380.28	0.0014284449	US	
0001193125-26-028731	7934764368.ST	14525.0	5599.42	0.0003573889	US	
0001193125-26-028731	DRB5561325.UP	1159.0	1097.69	7.00612e-05	US	
0001193125-26-028731	FW3480907.UP	4976.0	5075.27	0.0003239344	US	
0001193125-26-028731	L4291383.UP	855.0	842.09	5.37473e-05	US	
0001193125-26-028731	184986288.UG	5648.0	977.68	6.24015e-05	US	
0001193125-26-028731	L4039291.UP	996.0	999.36	6.37852e-05	US	
0001193125-26-028731	FW4541390.UP	4810.0	4767.59	0.0003042964	US	
0001193125-26-028731	2235499.MA	18774.0	18403.44	0.0011746189	US	
0001193125-26-028731	FW4356892.UP	6245.0	6197.42	0.0003955568	US	
0001193125-26-028731	2523034.MA	26583.0	26865.24	0.0017147021	US	
0001193125-26-028731	9307344.SQ	14548.0	13894.35	0.0008868215	US	
0001193125-26-028731	2133621.MA	18240.0	19137.8	0.0012214902	US	
0001193125-26-028731	211490817.LC	3764.0	3670.94	0.0002343016	US	
0001193125-26-028731	DRB5464559.UP	2281.0	2143.29	0.0001367977	US	
0001193125-26-028731	204216676.LC	5534.0	579.93	3.70146e-05	US	
0001193125-26-028731	DRB5001865.UP	23723.0	21979.11	0.0014028398	US	
0001193125-26-028731	1366063.MA	9513.0	9391.55	0.0005994255	US	
0001193125-26-028731	185687073.LC	4010.0	4215.21	0.0002690402	US	
0001193125-26-028731	289623454.UG	38012.0	36777.19	0.0023473428	US	
0001193125-26-028731	2594090.MA	9916.0	9901.6	0.00063198	US	
0001193125-26-028731	2032425.PW	4838.0	4642.87	0.0002963361	US	
0001193125-26-028731	L4882186.UP	1068.0	1013.85	6.471e-05	US	
0001193125-26-028731	L4974072.UP	9569.0	8957.65	0.0005717314	US	
0001193125-26-028731	2402284.MA	12070.0	12001.86	0.0007660313	US	
0001193125-26-028731	DRB4883466.UP	3291.0	3128.17	0.0001996587	US	
0001193125-26-028731	FW4040691.UP	3982.0	1321.02	8.43155e-05	US	
0001193125-26-028731	L4333620.UP	1712.0	1682.98	0.000107418	US	
0001193125-26-028731	FW3760178.UP	1383.0	1417.47	9.04715e-05	US	
0001193125-26-028731	L3252336.UP	1443.0	1426.52	9.10491e-05	US	
0001193125-26-028731	CBM4987559.UP	1556.0	1440.67	9.19523e-05	US	
0001193125-26-028731	2444653.MA	30011.0	29788.41	0.0019012765	US	
0001193125-26-028731	205129430.LC	1966.0	365.02	2.32978e-05	US	
0001193125-26-028731	FW4553483.UP	7844.0	7731.58	0.0004934762	US	
0001193125-26-028731	FW3644666.UP	9351.0	9415.96	0.0006009835	US	
0001193125-26-028731	FW4665786.UP	1966.0	1904.37	0.0001215484	US	
0001193125-26-028731	670792.BV	549.0	82.35	5.2561e-06	US	
0001193125-26-028731	1120782.MA	1974.0	1942.07	0.0001239547	US	
