ACCESSION_NUMBER	ISSUER_NAME	BALANCE	CURRENCY_VALUE	PERCENTAGE	INVESTMENT_COUNTRY	ISSUER_LEI
0001193125-26-028731	DRB5561426.UP	1357.0	1295.01	8.26554e-05	US	
0001193125-26-028731	338746400.UG	24107.0	23454.92	0.0014970349	US	
0001193125-26-028731	191182055.LC	7896.0	7811.28	0.0004985631	US	
0001193125-26-028731	L4356399.UP	2809.0	2789.16	0.0001780211	US	
0001193125-26-028731	LAI-00745528.LP	101.0	0.0	0.0	US	
0001193125-26-028731	335202486.UG	18959.0	18346.24	0.001170968	US	
0001193125-26-028731	1917501.PW	18.0	16.22	1.0353e-06	US	
0001193125-26-028731	207549939.LC	1859.0	1841.42	0.0001175306	US	
0001193125-26-028731	DRB5452801.UP	7278.0	6983.42	0.0004457241	US	
0001193125-26-028731	DRB5537368.UP	1638.0	1558.42	9.94678e-05	US	
0001193125-26-028731	L4798085.UP	1330.0	1252.34	7.99319e-05	US	
0001193125-26-028731	FW4575253.UP	1997.0	1944.97	0.0001241398	US	
0001193125-26-028731	8168734.SQ	5862.0	459.59	2.93338e-05	US	
0001193125-26-028731	L5541849.UP	2235.0	2175.33	0.0001388427	US	
0001193125-26-028731	L4025017.UP	3984.0	4029.49	0.0002571864	US	
0001193125-26-028731	FW4086842.UP	34863.0	35411.97	0.0022602062	US	
0001193125-26-028731	FW4516111.UP	7413.0	7242.81	0.00046228	US	
0001193125-26-028731	291012203.UG	21156.0	20399.79	0.001302038	US	
0001193125-26-028731	2455838.PW	21976.0	21940.35	0.0014003659	US	
0001193125-26-028731	DRB5736246.UP	9388.0	9345.66	0.0005964966	US	
0001193125-26-028731	FW4182625.UP	3290.0	3381.2	0.0002158086	US	
0001193125-26-028731	DRB4973600.UP	3877.0	3686.47	0.0002352928	US	
0001193125-26-028731	2215868.PW	4652.0	4607.24	0.0002940619	US	
0001193125-26-028731	211671804.LC	11589.0	11531.53	0.000736012	US	
0001193125-26-028731	774472.BV	4097.0	4179.57	0.0002667654	US	
0001193125-26-028731	L3132267.UP	1934.0	1906.17	0.0001216633	US	
0001193125-26-028731	206871301.LC	4189.0	4136.29	0.0002640031	US	
0001193125-26-028731	209092916.LC	2331.0	2340.43	0.0001493804	US	
0001193125-26-028731	L2798559.UP	3703.0	3655.39	0.0002333091	US	
0001193125-26-028731	L4363409.UP	8254.0	8205.12	0.0005237004	US	
0001193125-26-028731	220265997.LC	5776.0	5593.57	0.0003570155	US	
0001193125-26-028731	L5873155.UP	2235.0	2219.79	0.0001416804	US	
0001193125-26-028731	178518932.LC	2594.0	271.83	1.73498e-05	US	
0001193125-26-028731	2161546.MA	14996.0	15500.81	0.0009893555	US	
0001193125-26-028731	L4338017.UP	2831.0	2798.27	0.0001786025	US	
0001193125-26-028731	FW5868651.UP	2200.0	2129.95	0.0001359463	US	
0001193125-26-028731	FW4389258.UP	14348.0	13986.0	0.0008926711	US	
0001193125-26-028731	189449646.LC	8366.0	8229.44	0.0005252526	US	
0001193125-26-028731	DRB5850405.UP	1951.0	1900.44	0.0001212976	US	
0001193125-26-028731	FW4798836.UP	868.0	843.85	5.38596e-05	US	
0001193125-26-028731	182688551.LC	11814.0	1238.06	7.90205e-05	US	
0001193125-26-028731	6616620467.ST	739.0	36.95	2.3584e-06	US	
0001193125-26-028731	330485283.UG	4856.0	4740.45	0.0003025642	US	
0001193125-26-028731	DRB5722302.UP	2180.0	2122.68	0.0001354823	US	
0001193125-26-028731	186425919.LC	8113.0	8658.39	0.0005526308	US	
0001193125-26-028731	DRB4983190.UP	2680.0	2480.52	0.0001583218	US	
0001193125-26-028731	342152418.UG	5626.0	5564.17	0.000355139	US	
0001193125-26-028731	L4187550.UP	10926.0	10763.59	0.0006869974	US	
0001193125-26-028731	L3992394.UP	1382.0	1403.67	8.95907e-05	US	
0001193125-26-028731	2930455.MA	8458.0	8277.62	0.0005283278	US	
0001193125-26-028731	LAI-00738081.LP	8979.0	8636.05	0.000551205	US	
0001193125-26-028731	2446619.PW	20000.0	19717.39	0.0012584831	US	
0001193125-26-028731	L6013116.UP	26925.0	26820.61	0.0017118536	US	
0001193125-26-028731	191892290.LC	1917.0	1920.35	0.0001225684	US	
0001193125-26-028731	708768.BV	2154.0	323.15	2.06254e-05	US	
0001193125-26-028731	FW4281136.UP	3803.0	3812.49	0.0002433362	US	
0001193125-26-028731	310491975.UG	17136.0	16666.0	0.0010637249	US	
0001193125-26-028731	304945999.UG	3064.0	3046.75	0.000194462	US	
0001193125-26-028731	DRB5172896.UP	2074.0	1934.41	0.0001234657	US	
0001193125-26-028731	1455761.SF	35942.0	36971.25	0.0023597288	US	
0001193125-26-028731	2787563.MA	19035.0	18962.03	0.0012102715	US	
0001193125-26-028731	FW4345999.UP	30317.0	29759.75	0.0018994473	US	
0001193125-26-028731	DRB5836946.UP	19443.0	18924.01	0.0012078448	US	
0001193125-26-028731	L4354400.UP	17000.0	17040.01	0.0010875965	US	
0001193125-26-028731	L4318772.UP	17119.0	17152.8	0.0010947955	US	
0001193125-26-028731	DRB4974753.UP	9114.0	8524.99	0.0005441164	US	
0001193125-26-028731	FW4178117.UP	12044.0	11854.32	0.0007566144	US	
0001193125-26-028731	L4292880.UP	40045.0	39492.39	0.0025206432	US	
0001193125-26-028731	L2902360.UP	2199.0	2169.02	0.00013844	US	
0001193125-26-028731	L4182322.UP	2748.0	2728.86	0.0001741724	US	
0001193125-26-028731	1778938.PW	3709.0	3771.93	0.0002407474	US	
0001193125-26-028731	158540579.UG	6911.0	1121.01	7.15496e-05	US	
0001193125-26-028731	FW4357416.UP	2879.0	2698.32	0.0001722231	US	
0001193125-26-028731	2590101.MA	2019.0	901.51	5.75398e-05	US	
0001193125-26-028731	184900329.LC	12632.0	1323.84	8.44955e-05	US	
0001193125-26-028731	DRB4984501.UP	2586.0	2422.77	0.0001546358	US	
0001193125-26-028731	FW5875974.UP	1119.0	1103.25	7.04161e-05	US	
0001193125-26-028731	5133087.SQ	12666.0	992.99	6.33786e-05	US	
0001193125-26-028731	DRB5535334.UP	13898.0	13223.58	0.0008440089	US	
0001193125-26-028731	DRB5554760.UP	27199.0	26046.08	0.0016624184	US	
0001193125-26-028731	FW4134080.UP	915.0	944.69	6.02958e-05	US	
0001193125-26-028731	L4181955.UP	1924.0	1921.72	0.0001226558	US	
0001193125-26-028731	175796132.LC	3658.0	383.34	2.44671e-05	US	
0001193125-26-028731	CBM4791542.UP	43828.0	42567.64	0.0027169243	US	
0001193125-26-028731	FW2593805.UP	1873.0	1848.79	0.000118001	US	
0001193125-26-028731	2496203.MA	24348.0	24178.35	0.0015432086	US	
0001193125-26-028731	330468599.UG	7061.0	6817.43	0.0004351296	US	
0001193125-26-028731	L1688415.UP	2397.0	2369.33	0.000151225	US	
0001193125-26-028731	187550634.LC	2436.0	2455.72	0.0001567389	US	
0001193125-26-028731	L4220283.UP	18734.0	18731.87	0.0011955813	US	
0001193125-26-028731	LAI-00829397.LP	21800.0	21408.5	0.00136642	US	
0001193125-26-028731	125664077.UG	327.0	325.73	2.07901e-05	US	
0001193125-26-028731	APP-41688742.FP	44519.0	43624.67	0.0027843904	US	
0001193125-26-028731	1941947.PW	5492.0	5709.89	0.0003644397	US	
0001193125-26-028731	CBM5432384.UP	20268.0	19079.97	0.0012177991	US	
0001193125-26-028731	L5314136.UP	452.0	444.72	2.83847e-05	US	
0001193125-26-028731	287305288.UG	5076.0	4900.79	0.0003127981	US	
0001193125-26-028731	3004089.MA	4774.0	4734.93	0.0003022119	US	
0001193125-26-028731	177168767.LC	2149.0	2150.27	0.0001372432	US	
0001193125-26-028731	191869262.LC	14549.0	14439.53	0.0009216182	US	
0001193125-26-028731	1599630.PW	3909.0	3846.48	0.0002455056	US	
0001193125-26-028731	1984525.MA	6150.0	6412.13	0.0004092609	US	
0001193125-26-028731	CBM4390300.UP	1441.0	1404.6	8.96501e-05	US	
0001193125-26-028731	L4012531.UP	4473.0	4506.33	0.0002876212	US	
0001193125-26-028731	203077497.LC	14977.0	15067.4	0.0009616926	US	
0001193125-26-028731	CBM4782816.UP	737.0	713.63	4.55482e-05	US	
0001193125-26-028731	FW5562682.UP	1519.0	1440.65	9.1951e-05	US	
0001193125-26-028731	2225525.PW	4687.0	4751.31	0.0003032573	US	
0001193125-26-028731	FW4037574.UP	31684.0	31611.12	0.0020176129	US	
0001193125-26-028731	DRB4515933.UP	5935.0	5851.8	0.0003734973	US	
0001193125-26-028731	L4331371.UP	4267.0	4330.3	0.0002763859	US	
0001193125-26-028731	207707727.LC	5279.0	5196.65	0.0003316816	US	
0001193125-26-028731	5000052295.FP	99905.0	104078.86	0.0066429425	US	
0001193125-26-028731	L5364447.UP	17929.0	17403.87	0.0011108203	US	
0001193125-26-028731	FW4362227.UP	1310.0	1286.31	8.21001e-05	US	
0001193125-26-028731	1869869.MA	13824.0	14200.37	0.0009063535	US	
0001193125-26-028731	288043980.UG	23131.0	22502.84	0.0014362674	US	
0001193125-26-028731	2841571.MA	7073.0	6656.13	0.0004248345	US	
0001193125-26-028731	1783851.PW	4406.0	4390.66	0.0002802385	US	
0001193125-26-028731	1633374.PW	6053.0	5983.27	0.0003818885	US	
0001193125-26-028731	LAI-00814564.LP	6599.0	2111.46	0.0001347662	US	
0001193125-26-028731	179889079.LC	1532.0	160.5	1.02441e-05	US	
0001193125-26-028731	299214181.UG	12545.0	2034.83	0.0001298752	US	
0001193125-26-028731	FW3260910.UP	1113.0	1122.51	7.16454e-05	US	
0001193125-26-028731	197008327.LC	10047.0	10810.82	0.0006900119	US	
0001193125-26-028731	L5502138.UP	1329.0	1318.05	8.41259e-05	US	
0001193125-26-028731	FW1561639.UP	24481.0	3559.6	0.0002271952	US	
0001193125-26-028731	FW6030514.UP	2900.0	2853.25	0.0001821117	US	
0001193125-26-028731	L2012657.UP	1870.0	1840.4	0.0001174655	US	
0001193125-26-028731	189850618.LC	162.0	17.0	1.085e-06	US	
0001193125-26-028731	178348665.LC	2109.0	221.07	1.411e-05	US	
0001193125-26-028731	2346930.PW	24796.0	24744.31	0.0015793316	US	
0001193125-26-028731	APP-41911853.FP	16569.0	16210.46	0.0010346496	US	
0001193125-26-028731	202037651.LC	368.0	366.2	2.33731e-05	US	
0001193125-26-028731	DRB5844273.UP	2164.0	2141.35	0.0001366739	US	
0001193125-26-028731	206144656.LC	2641.0	2612.57	0.00016675	US	
0001193125-26-028731	FW5561509.UP	1559.0	1476.3	9.42264e-05	US	
0001193125-26-028731	L3111811.UP	414.0	419.21	2.67565e-05	US	
0001193125-26-028731	223665586.UG	4483.0	1612.68	0.000102931	US	
0001193125-26-028731	2304671.PW	21897.0	22234.88	0.0014191646	US	
0001193125-26-028731	DRB5739076.UP	1562.0	1537.74	9.81479e-05	US	
0001193125-26-028731	182623202.LC	5484.0	5461.65	0.0003485955	US	
0001193125-26-028731	2358457.MA	16889.0	16859.3	0.0010760625	US	
0001193125-26-028731	FW2627991.UP	2108.0	2086.75	0.000133189	US	
0001193125-26-028731	FW4437946.UP	2703.0	2739.19	0.0001748317	US	
0001193125-26-028731	CBM4312604.UP	3656.0	3696.63	0.0002359413	US	
0001193125-26-028731	L4439767.UP	12481.0	12293.46	0.000784643	US	
0001193125-26-028731	191835180.LC	13433.0	1407.76	8.98518e-05	US	
0001193125-26-028731	FW4523819.UP	1121.0	1096.11	6.99604e-05	US	
0001193125-26-028731	1539419.MA	13731.0	13661.73	0.0008719743	US	
0001193125-26-028731	DRB5435277.UP	3102.0	2934.51	0.0001872982	US	
0001193125-26-028731	195654439.LC	14874.0	14626.69	0.0009335638	US	
0001193125-26-028731	L4311048.UP	570.0	568.2	3.6266e-05	US	
0001193125-26-028731	186369571.LC	950.0	945.04	6.03182e-05	US	
0001193125-26-028731	178881260.LC	4518.0	473.49	3.0221e-05	US	
0001193125-26-028731	CBM4090260.UP	950.0	985.01	6.28693e-05	US	
0001193125-26-028731	203871235.LC	5250.0	5270.05	0.0003363665	US	
0001193125-26-028731	DRB4501288.UP	722.0	706.36	4.50842e-05	US	
0001193125-26-028731	APP-40520318.FP	11986.0	12088.6	0.0007715676	US	
0001193125-26-028731	206816511.LC	7679.0	804.8	5.13672e-05	US	
0001193125-26-028731	223587328.UG	3059.0	3067.24	0.0001957698	US	
0001193125-26-028731	FW3480813.UP	933.0	951.96	6.07598e-05	US	
0001193125-26-028731	FW3935978.UP	832.0	855.82	5.46236e-05	US	
0001193125-26-028731	CBM5700063.UP	2390.0	2328.43	0.0001486145	US	
0001193125-26-028731	7975014.SQ	13852.0	1086.01	6.93157e-05	US	
0001193125-26-028731	206254284.LC	5941.0	622.58	3.97368e-05	US	
0001193125-26-028731	LAI-00720767.LP	9307.0	2805.45	0.0001790608	US	
0001193125-26-028731	198342278.UG	11948.0	12560.83	0.0008017082	US	
0001193125-26-028731	2069132.PW	4336.0	4254.35	0.0002715384	US	
0001193125-26-028731	204546220.LC	3032.0	317.72	2.02788e-05	US	
0001193125-26-028731	FW4551840.UP	278.0	274.84	1.7542e-05	US	
0001193125-26-028731	304909557.UG	10495.0	10614.85	0.0006775039	US	
0001193125-26-028731	208759106.LC	5032.0	527.38	3.36606e-05	US	
0001193125-26-028731	DRB5737713.UP	6669.0	6434.03	0.0004106587	US	
0001193125-26-028731	185482141.LC	2953.0	3076.55	0.000196364	US	
0001193125-26-028731	L1800547.UP	2829.0	2829.28	0.0001805818	US	
0001193125-26-028731	310496938.UG	32411.0	32214.27	0.0020561096	US	
0001193125-26-028731	DRB5562775.UP	12108.0	11468.06	0.000731961	US	
0001193125-26-028731	DRB5833686.UP	3407.0	3286.43	0.0002097598	US	
0001193125-26-028731	7574983.SQ	2206.0	172.94	1.10381e-05	US	
0001193125-26-028731	205244039.LC	5235.0	5432.87	0.0003467586	US	
0001193125-26-028731	297253193.UG	7439.0	7437.43	0.0004747018	US	
0001193125-26-028731	L4880337.UP	1038.0	995.32	6.35273e-05	US	
0001193125-26-028731	2739194.MA	12806.0	12944.52	0.0008261976	US	
0001193125-26-028731	L3252100.UP	2543.0	2505.11	0.0001598913	US	
0001193125-26-028731	L675004.UP	5258.0	838.05	5.34894e-05	US	
0001193125-26-028731	DRB5982016.UP	10962.0	10938.4	0.0006981549	US	
0001193125-26-028731	2031850.PW	13673.0	13793.31	0.0008803725	US	
0001193125-26-028731	189059157.LC	10719.0	1123.32	7.16971e-05	US	
0001193125-26-028731	DRB5536549.UP	2119.0	2015.85	0.0001286637	US	
0001193125-26-028731	CBM4640463.UP	5901.0	5482.78	0.0003499442	US	
0001193125-26-028731	180343023.LC	1906.0	199.76	1.27499e-05	US	
0001193125-26-028731	210488786.LC	12919.0	12462.13	0.0007954085	US	
0001193125-26-028731	FW4315813.UP	774.0	778.46	4.9686e-05	US	
0001193125-26-028731	212864885.LC	19361.0	19112.26	0.0012198601	US	
0001193125-26-028731	LAI-00710529.LP	2778.0	2742.15	0.0001750206	US	
0001193125-26-028731	L3812811.UP	1423.0	1449.72	9.25299e-05	US	
0001193125-26-028731	2565762.MA	26467.0	26613.71	0.001698648	US	
0001193125-26-028731	2475843.MA	19840.0	19654.06	0.001254441	US	
0001193125-26-028731	FW1114694.UP	1181.0	261.03	1.66605e-05	US	
0001193125-26-028731	L3997217.UP	648.0	138.58	8.845e-06	US	
0001193125-26-028731	L5522473.UP	8612.0	8308.51	0.0005302994	US	
0001193125-26-028731	DRB5561419.UP	1260.0	1193.46	7.61738e-05	US	
0001193125-26-028731	2630641.MA	37645.0	37944.69	0.0024218597	US	
0001193125-26-028731	L3934494.UP	17473.0	16851.17	0.0010755436	US	
0001193125-26-028731	FW4184172.UP	6068.0	6107.61	0.0003898246	US	
0001193125-26-028731	2137006.PW	13430.0	14540.51	0.0009280633	US	
0001193125-26-028731	L5845436.UP	7683.0	7578.49	0.0004837051	US	
0001193125-26-028731	1325371.MA	1320.0	1287.73	8.21907e-05	US	
0001193125-26-028731	CBM4337982.UP	1345.0	1317.48	8.40895e-05	US	
0001193125-26-028731	L3709625.UP	15675.0	3084.85	0.0001968938	US	
0001193125-26-028731	206254420.LC	5762.0	5760.88	0.0003676942	US	
0001193125-26-028731	DRB5806117.UP	22852.0	21965.11	0.0014019462	US	
0001193125-26-028731	2557501.MA	21284.0	21157.51	0.0013504003	US	
0001193125-26-028731	305107021.UG	23480.0	22790.39	0.0014546206	US	
0001193125-26-028731	L5280684.UP	1096.0	1061.31	6.77392e-05	US	
0001193125-26-028731	FW4381548.UP	1694.0	1660.81	0.0001060029	US	
0001193125-26-028731	183597284.LC	8760.0	9144.34	0.0005836471	US	
0001193125-26-028731	LAI-00737464.LP	3078.0	3079.01	0.000196521	US	
0001193125-26-028731	2959797.MA	31306.0	31135.24	0.0019872394	US	
0001193125-26-028731	L4180390.UP	3925.0	3897.27	0.0002487473	US	
0001193125-26-028731	CBM4119869.UP	3216.0	3234.37	0.0002064371	US	
0001193125-26-028731	DRB5999986.UP	2563.0	2523.54	0.0001610676	US	
0001193125-26-028731	DRB5804744.UP	3189.0	3058.2	0.0001951928	US	
0001193125-26-028731	L3860586.UP	4724.0	4735.2	0.0003022291	US	
0001193125-26-028731	2346773.PW	16541.0	16184.63	0.001033001	US	
0001193125-26-028731	1383070.SF	1602.0	1607.11	0.0001025755	US	
0001193125-26-028731	L5993045.UP	6738.0	6725.27	0.0004292474	US	
0001193125-26-028731	217407763.LC	6162.0	5999.03	0.0003828944	US	
0001193125-26-028731	DRB5701754.UP	1548.0	1485.36	9.48047e-05	US	
0001193125-26-028731	210688402.LC	3349.0	3339.63	0.0002131554	US	
0001193125-26-028731	L4390752.UP	1341.0	1323.14	8.44508e-05	US	
0001193125-26-028731	5469920231.ST	3306.0	165.31	1.05511e-05	US	
0001193125-26-028731	LAI-00719401.LP	12224.0	11980.77	0.0007646852	US	
0001193125-26-028731	L4390798.UP	4702.0	4645.85	0.0002965263	US	
0001193125-26-028731	L1383382.UP	2850.0	2828.6	0.0001805384	US	
0001193125-26-028731	9273146.SQ	6951.0	6713.4	0.0004284898	US	
0001193125-26-028731	191976030.LC	6527.0	6497.05	0.000414681	US	
0001193125-26-028731	213670254.LC	22100.0	21142.7	0.001349455	US	
0001193125-26-028731	210325973.LC	19129.0	18870.14	0.0012044065	US	
0001193125-26-028731	L2127890.UP	3428.0	3371.79	0.000215208	US	
0001193125-26-028731	2073030.PW	7773.0	752.11	4.80042e-05	US	
0001193125-26-028731	2879127.MA	15924.0	15847.48	0.001011482	US	
0001193125-26-028731	DRB5317148.UP	2389.0	2245.62	0.0001433291	US	
0001193125-26-028731	CBM4286677.UP	4888.0	4890.67	0.0003121521	US	
0001193125-26-028731	FW1682580.UP	5602.0	814.48	5.1985e-05	US	
0001193125-26-028731	L2245578.UP	7139.0	7043.75	0.0004495747	US	
0001193125-26-028731	FW4286394.UP	4530.0	4531.47	0.0002892258	US	
0001193125-26-028731	188369862.UG	4501.0	4652.98	0.0002969813	US	
0001193125-26-028731	6949638.SQ	1818.0	142.5	9.0952e-06	US	
0001193125-26-028731	2732712.MA	15876.0	15805.55	0.0010088058	US	
0001193125-26-028731	L4880957.UP	4280.0	4141.75	0.0002643515	US	
0001193125-26-028731	249422937.UG	29310.0	30122.1	0.0019225747	US	
0001193125-26-028731	FW4226811.UP	969.0	992.64	6.33563e-05	US	
0001193125-26-028731	206868917.LC	5424.0	568.45	3.62819e-05	US	
0001193125-26-028731	FW4503233.UP	2490.0	1671.09	0.0001066591	US	
0001193125-26-028731	188082436.UG	6323.0	6518.17	0.000416029	US	
0001193125-26-028731	180225448.LC	7037.0	1325.27	8.45867e-05	US	
0001193125-26-028731	206775000.LC	8655.0	2021.47	0.0001290224	US	
0001193125-26-028731	L4543818.UP	4908.0	4936.3	0.0003150645	US	
0001193125-26-028731	187948518.LC	279.0	29.28	1.8688e-06	US	
0001193125-26-028731	DRB5286439.UP	1910.0	1788.84	0.0001141746	US	
0001193125-26-028731	2451685.MA	35313.0	33083.18	0.0021115687	US	
0001193125-26-028731	2378105.SQ	1808.0	141.73	9.0461e-06	US	
0001193125-26-028731	6952270.SQ	11591.0	908.72	5.8e-05	US	
0001193125-26-028731	L5728256.UP	9433.0	9521.05	0.000607691	US	
0001193125-26-028731	206166456.LC	4353.0	456.19	2.91168e-05	US	
0001193125-26-028731	FW3595544.UP	2149.0	2197.87	0.0001402814	US	
0001193125-26-028731	L3591740.UP	3941.0	3955.69	0.0002524761	US	
0001193125-26-028731	1914688.PW	2988.0	251.63	1.60605e-05	US	
0001193125-26-028731	DRB4600408.UP	2148.0	2100.99	0.0001340979	US	
0001193125-26-028731	L4341968.UP	1945.0	1975.19	0.0001260686	US	
0001193125-26-028731	L4356522.UP	898.0	883.36	5.63814e-05	US	
0001193125-26-028731	FW2825712.UP	1722.0	1713.71	0.0001093793	US	
0001193125-26-028731	CBM6199065.UP	17500.0	17373.59	0.0011088876	US	
0001193125-26-028731	2881906.MA	4748.0	4646.68	0.0002965792	US	
0001193125-26-028731	LAI-00797222.LP	4425.0	4358.46	0.0002781833	US	
0001193125-26-028731	357482016.UG	40000.0	39888.27	0.0025459107	US	
0001193125-26-028731	L1713811.UP	1592.0	1569.44	0.0001001712	US	
0001193125-26-028731	FW4520996.UP	1858.0	1878.76	0.0001199138	US	
0001193125-26-028731	184957997.LC	5343.0	559.99	3.57419e-05	US	
0001193125-26-028731	206875287.LC	1111.0	1100.69	7.02527e-05	US	
0001193125-26-028731	FW4227985.UP	34343.0	34118.88	0.0021776733	US	
0001193125-26-028731	189170353.LC	3175.0	332.72	2.12362e-05	US	
0001193125-26-028731	2073102.PW	7807.0	832.54	5.31377e-05	US	
0001193125-26-028731	4704275.SQ	9749.0	764.33	4.87842e-05	US	
0001193125-26-028731	1935185.PW	16467.0	2483.22	0.0001584941	US	
0001193125-26-028731	CBM5429580.UP	2078.0	1965.92	0.0001254769	US	
0001193125-26-028731	FW3218776.UP	2000.0	448.62	2.86336e-05	US	
0001193125-26-028731	FW4388473.UP	24107.0	23795.23	0.0015187555	US	
0001193125-26-028731	179514003.LC	5541.0	580.7	3.70638e-05	US	
0001193125-26-028731	203072918.LC	8738.0	9003.77	0.0005746751	US	
0001193125-26-028731	CBM5728126.UP	9721.0	9373.06	0.0005982454	US	
0001193125-26-028731	L5499012.UP	2420.0	2322.97	0.000148266	US	
0001193125-26-028731	342190371.UG	12601.0	12255.58	0.0007822253	US	
0001193125-26-028731	DRB5540969.UP	1351.0	1309.29	8.35668e-05	US	
0001193125-26-028731	L1898286.UP	2313.0	2288.01	0.0001460346	US	
0001193125-26-028731	DRB4781480.UP	2573.0	2399.62	0.0001531583	US	
0001193125-26-028731	CBM4173594.UP	1144.0	1174.01	7.49324e-05	US	
0001193125-26-028731	190519983.LC	13314.0	13215.48	0.0008434919	US	
0001193125-26-028731	DRB5434395.UP	22322.0	21016.34	0.00134139	US	
0001193125-26-028731	L4381236.UP	2271.0	2305.27	0.0001471363	US	
0001193125-26-028731	FW2944705.UP	2606.0	2573.41	0.0001642506	US	
0001193125-26-028731	2339131.PW	13841.0	13406.87	0.0008557076	US	
0001193125-26-028731	330264573.UG	19333.0	18800.59	0.0011999674	US	
0001193125-26-028731	L5713509.UP	44034.0	43296.03	0.0027634146	US	
0001193125-26-028731	1759268.PW	1328.0	1370.4	8.74672e-05	US	
0001193125-26-028731	DRB5731995.UP	2000.0	392.06	2.50236e-05	US	
0001193125-26-028731	DRB5819840.UP	2155.0	2092.07	0.0001335286	US	
0001193125-26-028731	DRB5825312.UP	8704.0	8454.24	0.0005396007	US	
0001193125-26-028731	8172157.SQ	511.0	187.47	1.19655e-05	US	
0001193125-26-028731	195415201.LC	761.0	760.17	4.85186e-05	US	
0001193125-26-028731	L4156303.UP	3148.0	3189.36	0.0002035642	US	
0001193125-26-028731	FW4384058.UP	3076.0	2992.76	0.000191016	US	
0001193125-26-028731	2627038.MA	28055.0	27722.23	0.0017694004	US	
0001193125-26-028731	193125100.LC	3659.0	3645.42	0.0002326728	US	
0001193125-26-028731	APP-40694516.FP	17324.0	3901.65	0.0002490269	US	
0001193125-26-028731	L3934422.UP	788.0	791.47	5.05164e-05	US	
0001193125-26-028731	2161443.PW	2341.0	2397.9	0.0001530485	US	
0001193125-26-028731	DRB6008923.UP	1551.0	1512.57	9.65414e-05	US	
0001193125-26-028731	2670870.MA	13222.0	13232.53	0.0008445801	US	
0001193125-26-028731	2751386.MA	4784.0	4589.1	0.0002929041	US	
0001193125-26-028731	LAI-00752338.LP	26012.0	24762.76	0.0015805092	US	
0001193125-26-028731	2137150.PW	5312.0	801.04	5.11272e-05	US	
0001193125-26-028731	5206828.SQ	361.0	28.33	1.8082e-06	US	
0001193125-26-028731	1368321.SF	11016.0	11229.82	0.000716755	US	
0001193125-26-028731	FW4327884.UP	1002.0	977.31	6.23778e-05	US	
0001193125-26-028731	FW4225587.UP	2538.0	2597.08	0.0001657614	US	
0001193125-26-028731	343127015.UG	11563.0	11283.01	0.00072015	US	
0001193125-26-028731	190648726.LC	2335.0	2464.44	0.0001572955	US	
0001193125-26-028731	2830413.MA	21758.0	21602.97	0.0013788322	US	
0001193125-26-028731	180354925.LC	2945.0	308.62	1.9698e-05	US	
0001193125-26-028731	2208895.PW	13442.0	13046.49	0.0008327059	US	
0001193125-26-028731	L5840084.UP	947.0	937.67	5.98478e-05	US	
0001193125-26-028731	L3947428.UP	1558.0	1567.48	0.0001000461	US	
0001193125-26-028731	2134560.PW	8507.0	8534.62	0.0005447311	US	
0001193125-26-028731	356768787.UG	7000.0	6978.62	0.0004454177	US	
0001193125-26-028731	FW5737685.UP	3332.0	3214.44	0.000205165	US	
0001193125-26-028731	186363342.UG	6669.0	6950.74	0.0004436383	US	
0001193125-26-028731	7413696.SQ	82.0	6.41	4.091e-07	US	
0001193125-26-028731	DRB5833768.UP	1391.0	1384.38	8.83595e-05	US	
0001193125-26-028731	LAI-00796386.LP	3941.0	3950.61	0.0002521518	US	
0001193125-26-028731	L1872744.UP	11405.0	11274.99	0.0007196381	US	
0001193125-26-028731	FW3219868.UP	3464.0	3471.44	0.0002215683	US	
0001193125-26-028731	FW4388010.UP	7393.0	7201.56	0.0004596471	US	
0001193125-26-028731	DRB5703277.UP	2696.0	2652.68	0.0001693101	US	
0001193125-26-028731	DRB5713648.UP	2100.0	2017.51	0.0001287697	US	
0001193125-26-028731	285798305.UG	9152.0	9218.19	0.0005883607	US	
0001193125-26-028731	L4183104.UP	1695.0	1696.96	0.0001083103	US	
0001193125-26-028731	L5011530.UP	3488.0	3378.33	0.0002156255	US	
0001193125-26-028731	190137872.LC	5415.0	5602.41	0.0003575797	US	
0001193125-26-028731	180131318.LC	2613.0	2635.07	0.0001681861	US	
0001193125-26-028731	L3221490.UP	3402.0	3356.42	0.000214227	US	
0001193125-26-028731	173856869.UG	20879.0	3386.56	0.0002161507	US	
0001193125-26-028731	FW3221457.UP	691.0	688.33	4.39334e-05	US	
0001193125-26-028731	1284279.MA	11149.0	10986.19	0.0007012051	US	
0001193125-26-028731	L4871113.UP	9212.0	9099.75	0.0005808011	US	
0001193125-26-028731	2587160.MA	3668.0	3689.99	0.0002355175	US	
0001193125-26-028731	FW688779.UP	5004.0	727.57	4.64379e-05	US	
0001193125-26-028731	FW3993689.UP	8141.0	8069.45	0.0005150411	US	
0001193125-26-028731	183724244.LC	1372.0	143.78	9.1769e-06	US	
0001193125-26-028731	2600203.MA	10372.0	9785.02	0.0006245392	US	
0001193125-26-028731	179129394.LC	1526.0	1518.76	9.69365e-05	US	
0001193125-26-028731	288889001.UG	14659.0	14282.42	0.0009115904	US	
0001193125-26-028731	L4884138.UP	976.0	926.58	5.91399e-05	US	
0001193125-26-028731	174784986.UG	4608.0	4686.87	0.0002991444	US	
